,date,0_4,5_11,12_18,19_49,50_64,65+,65_diff,50_64_diff,19_49_diff,12_18_diff,5_11_diff
15,12/16/2022,0,712865.9285714285,1288468.4523809524,14070377.101784458,6999535.231548875,18498490.69047619,42885.57936507836,23029.648240144365,46293.907315412536,5700.8968253969215,5442.9285714285215
16,12/17/2022,0,718308.8571428572,1294169.349206349,14116671.009099869,7022564.879789019,18541376.26984127,42885.57936507836,23029.648240144365,46293.90731541067,5700.896825396689,5442.928571428638
17,12/18/2022,0,723751.7857142857,1299870.246031746,14162964.91641528,7045594.528029163,18584261.84920635,42885.579365082085,23029.648240144365,46293.90731541067,5700.8968253969215,5442.9285714285215
18,12/19/2022,0,729194.7142857143,1305571.142857143,14209258.82373069,7068624.176269308,18627147.42857143,42885.57936507836,23029.648240144365,46293.90731541067,5700.8968253969215,5442.928571428638
19,12/20/2022,0,734637.6428571428,1311272.0396825396,14255552.731046103,7091653.824509452,18670033.007936507,42885.57936507836,23029.648240144365,46293.907315412536,5700.896825396689,5442.9285714285215
20,12/21/2022,0,740080.5714285715,1316972.9365079366,14301846.638361514,7114683.472749596,18712918.587301586,42885.57936507836,23029.648240144365,46293.90731541067,5700.8968253969215,5442.928571428638
21,12/22/2022,0,745523.5,1322673.8333333333,14348140.545676924,7137713.120989741,18755804.166666668,42885.579365082085,23029.648240144365,46293.90731541067,5700.896825396689,5442.9285714285215
22,12/23/2022,0,750966.4285714285,1328374.7301587302,14394434.452992335,7160742.769229885,18798689.746031746,42885.57936507836,23029.648240144365,46293.90731541067,5700.8968253969215,5442.9285714285215
23,12/24/2022,0,756409.3571428572,1334075.6269841269,14440728.360307747,7183772.41747003,18841575.325396825,42885.57936507836,23029.648240144365,46293.907315412536,5700.896825396689,5442.928571428638
24,12/25/2022,0,761852.2857142857,1339776.5238095238,14487022.267623158,7206802.065710174,18884460.904761903,42885.57936507836,23029.648240144365,46293.90731541067,5700.8968253969215,5442.9285714285215
25,12/26/2022,0,767295.2142857143,1345477.4206349207,14533316.174938569,7229831.713950318,18927346.484126985,42885.579365082085,23029.648240144365,46293.90731541067,5700.8968253969215,5442.928571428638
